"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area","Soil_Type","Class"
2845,260,12,108,23,2503,191,246,194,2349,"Comanche Peak","7756","Spruce-Fir"
2846,25,11,60,-3,2650,215,216,137,2413,"Rawah","7745","Lodgepole Pine"
3025,169,19,323,50,2419,231,244,137,2925,"Comanche Peak","7757","Lodgepole Pine"
3173,130,25,277,55,3577,251,217,78,277,"Comanche Peak","7757","Spruce-Fir"
3283,215,22,300,15,3205,193,254,189,537,"Comanche Peak","7757","Spruce-Fir"
3168,260,21,430,103,5909,165,246,217,2098,"Rawah","7746","Lodgepole Pine"
3181,216,13,566,126,2996,206,252,180,170,"Comanche Peak","7756","Lodgepole Pine"
2922,215,11,42,6,4935,209,251,176,4436,"Rawah","7745","Lodgepole Pine"
2910,295,26,67,20,685,140,223,219,2607,"Rawah","7745","Spruce-Fir"
3126,117,7,192,13,6651,232,234,135,2442,"Rawah","7745","Lodgepole Pine"
3340,354,20,408,84,1106,183,202,153,700,"Rawah","8771","Spruce-Fir"
2964,306,6,0,0,5386,203,237,173,2336,"Rawah","7202","Lodgepole Pine"
3208,90,4,664,95,3361,226,233,141,3604,"Rawah","8772","Spruce-Fir"
2795,304,3,108,18,2375,210,238,166,2649,"Rawah","7746","Spruce-Fir"
3090,37,14,492,9,1544,219,208,122,3273,"Comanche Peak","7757","Spruce-Fir"
2595,191,21,0,0,1550,214,251,161,999,"Rawah","7746","Lodgepole Pine"
3336,31,15,636,208,3323,215,207,125,638,"Comanche Peak","7700","Spruce-Fir"
2984,307,42,309,194,900,77,178,222,1332,"Comanche Peak","7757","Spruce-Fir"
2971,127,19,339,125,2301,248,224,96,1528,"Comanche Peak","4758","Lodgepole Pine"
2690,314,20,270,113,984,161,219,196,1896,"Comanche Peak","4703","Lodgepole Pine"
3046,8,7,95,9,3463,212,227,152,1702,"Rawah","7745","Lodgepole Pine"
2832,357,15,216,45,2143,194,211,153,2474,"Rawah","7745","Lodgepole Pine"
2948,64,6,150,-3,1310,226,228,136,2207,"Rawah","7202","Lodgepole Pine"
2968,79,30,180,18,4529,243,170,0,2264,"Rawah","7202","Lodgepole Pine"
3150,286,8,295,7,3461,197,240,183,1198,"Rawah","7745","Lodgepole Pine"
3038,120,16,90,-3,769,246,225,103,830,"Comanche Peak","7700","Lodgepole Pine"
3043,313,11,108,18,3349,191,232,180,319,"Rawah","7202","Spruce-Fir"
2878,356,24,182,53,955,174,190,148,1950,"Comanche Peak","7700","Lodgepole Pine"
3266,270,3,342,32,330,212,240,166,834,"Comanche Peak","7756","Spruce-Fir"
3141,4,8,313,-36,870,210,225,153,997,"Neota","7201","Spruce-Fir"
3340,355,18,124,47,2454,188,206,153,2659,"Rawah","8772","Spruce-Fir"
3163,54,10,446,18,1832,226,218,124,2940,"Rawah","7745","Lodgepole Pine"
3053,252,10,268,36,3104,199,247,187,914,"Comanche Peak","7756","Spruce-Fir"
3222,275,22,330,116,270,154,238,221,693,"Neota","7201","Spruce-Fir"
2963,66,11,108,22,402,231,218,118,1530,"Comanche Peak","7756","Lodgepole Pine"
2671,117,13,162,-9,1959,242,227,112,626,"Comanche Peak","4704","Lodgepole Pine"
3004,64,13,42,6,4477,232,213,111,2650,"Rawah","7745","Spruce-Fir"
3160,319,18,330,100,1448,170,220,189,2391,"Comanche Peak","7756","Lodgepole Pine"
3252,335,31,150,63,2536,137,183,176,2758,"Rawah","8772","Spruce-Fir"
3297,36,7,391,74,3075,220,225,141,3305,"Comanche Peak","7700","Lodgepole Pine"
3054,61,12,474,79,4077,230,215,117,4870,"Rawah","7745","Spruce-Fir"
2735,188,14,170,38,3678,221,250,159,1936,"Comanche Peak","7702","Lodgepole Pine"
2889,12,8,85,8,1866,212,224,149,1956,"Comanche Peak","7757","Lodgepole Pine"
3077,252,3,240,36,2673,213,241,166,6404,"Rawah","7745","Spruce-Fir"
2888,62,23,330,100,1978,232,185,73,2138,"Comanche Peak","7757","Lodgepole Pine"
2846,147,8,618,287,1319,231,239,140,1041,"Comanche Peak","4758","Lodgepole Pine"
2795,45,10,85,0,1260,223,219,130,2469,"Rawah","7745","Spruce-Fir"
3056,62,18,451,118,2168,232,201,94,1719,"Comanche Peak","7755","Lodgepole Pine"
2591,198,15,90,-6,2321,214,252,169,2051,"Comanche Peak","2703","Lodgepole Pine"
3075,154,19,457,155,1320,239,238,121,3251,"Rawah","7745","Spruce-Fir"
3007,8,17,30,11,845,198,204,141,1471,"Comanche Peak","7202","Lodgepole Pine"
2789,72,14,408,33,1771,236,211,103,2081,"Rawah","4744","Spruce-Fir"
2942,247,15,330,36,5753,187,250,200,2464,"Rawah","7746","Lodgepole Pine"
3052,61,6,342,9,1638,225,227,136,2778,"Rawah","7745","Spruce-Fir"
2724,169,7,268,29,2259,226,243,151,1661,"Rawah","4744","Lodgepole Pine"
3004,44,21,384,115,2140,220,189,95,2315,"Comanche Peak","7700","Spruce-Fir"
2660,12,8,362,77,1040,212,224,149,1053,"Rawah","4744","Lodgepole Pine"
3040,75,8,335,71,2240,230,225,127,2290,"Comanche Peak","7756","Spruce-Fir"
2726,87,13,424,77,2445,239,218,108,2171,"Comanche Peak","7756","Lodgepole Pine"
2951,339,22,659,74,674,167,202,171,1158,"Comanche Peak","7700","Spruce-Fir"
2593,222,27,247,104,1165,174,253,202,1107,"Comanche Peak","2704","Lodgepole Pine"
2949,78,18,330,9,711,240,204,87,2147,"Rawah","7745","Lodgepole Pine"
2881,141,12,90,4,579,238,237,127,1832,"Rawah","7745","Lodgepole Pine"
3049,100,19,120,26,2670,247,211,85,1358,"Comanche Peak","7757","Lodgepole Pine"
3027,356,21,750,158,2496,181,197,150,1921,"Comanche Peak","7700","Lodgepole Pine"
3291,279,28,30,23,5510,134,231,230,782,"Rawah","8771","Spruce-Fir"
3289,331,15,765,71,3564,183,220,175,1231,"Comanche Peak","7201","Spruce-Fir"
3004,220,22,541,184,1361,188,254,195,295,"Comanche Peak","4758","Lodgepole Pine"
3195,22,9,558,63,3120,215,221,143,3661,"Rawah","7745","Spruce-Fir"
2900,84,14,95,27,4273,239,215,103,6212,"Rawah","7745","Lodgepole Pine"
2884,139,5,404,64,2305,228,238,144,2679,"Rawah","7745","Lodgepole Pine"
2948,91,12,285,35,3716,238,222,113,4315,"Rawah","4744","Lodgepole Pine"
3255,351,9,272,97,4926,204,225,159,1622,"Rawah","7745","Spruce-Fir"
2943,161,11,192,41,3373,231,243,142,1758,"Rawah","7746","Lodgepole Pine"
3029,350,7,67,3,4662,208,229,159,842,"Rawah","7745","Lodgepole Pine"
2930,106,23,510,151,731,251,206,71,1332,"Rawah","7745","Lodgepole Pine"
2805,89,17,30,9,569,243,211,91,781,"Rawah","7202","Lodgepole Pine"
3092,319,5,0,0,5395,206,235,168,2991,"Rawah","7202","Lodgepole Pine"
2945,22,8,210,0,552,215,224,145,1761,"Rawah","7745","Lodgepole Pine"
3208,323,2,319,-15,6182,213,236,161,1269,"Rawah","7101","Lodgepole Pine"
2991,304,23,360,65,1974,150,221,209,1422,"Comanche Peak","7757","Lodgepole Pine"
3449,133,10,60,0,2037,237,235,128,3144,"Neota","8772","Spruce-Fir"
3020,16,21,616,13,1848,197,191,125,875,"Comanche Peak","7755","Lodgepole Pine"
2858,2,16,85,21,3877,195,207,148,2856,"Rawah","7745","Lodgepole Pine"
2849,339,19,228,16,743,174,208,171,1194,"Comanche Peak","7757","Lodgepole Pine"
3014,41,5,67,-2,782,221,229,144,2192,"Rawah","7745","Lodgepole Pine"
3033,8,17,240,58,1347,197,203,140,633,"Comanche Peak","7700","Spruce-Fir"
3259,238,13,330,80,4642,195,251,192,3116,"Rawah","7201","Spruce-Fir"
3001,336,16,42,9,212,184,217,172,1350,"Comanche Peak","7755","Lodgepole Pine"
2983,296,40,319,162,1142,81,194,236,1282,"Comanche Peak","7757","Spruce-Fir"
3112,121,11,408,17,5440,239,231,121,1390,"Rawah","7746","Spruce-Fir"
3019,40,12,418,80,175,221,214,126,1905,"Comanche Peak","7757","Lodgepole Pine"
3153,34,11,210,10,721,219,216,132,1820,"Rawah","7201","Lodgepole Pine"
3036,225,4,313,101,5914,215,243,166,1746,"Rawah","7745","Spruce-Fir"
3199,275,19,360,117,4496,167,241,212,1273,"Rawah","7201","Spruce-Fir"
3144,344,11,474,98,5093,198,223,164,859,"Rawah","7745","Lodgepole Pine"
3300,92,12,108,15,1637,239,221,110,1978,"Rawah","8771","Spruce-Fir"
3113,108,3,457,35,1851,225,236,146,2821,"Comanche Peak","7756","Spruce-Fir"
3221,149,1,30,0,5902,221,238,154,1590,"Rawah","7201","Spruce-Fir"
2962,5,20,201,103,1053,191,197,140,3461,"Comanche Peak","7700","Spruce-Fir"
3265,294,9,60,6,1573,194,238,184,1310,"Comanche Peak","7756","Spruce-Fir"
2945,348,10,330,141,4983,201,223,161,4896,"Rawah","7745","Lodgepole Pine"
3045,19,21,977,176,2580,199,189,120,1353,"Comanche Peak","7700","Lodgepole Pine"
2760,41,26,492,-33,3151,213,173,81,2571,"Comanche Peak","4703","Spruce-Fir"
2930,159,29,120,33,1615,236,231,105,1931,"Comanche Peak","4758","Lodgepole Pine"
2878,183,19,190,61,3861,222,249,152,1434,"Rawah","7746","Lodgepole Pine"
2762,80,11,297,39,2563,235,220,116,6831,"Rawah","4744","Lodgepole Pine"
3395,67,9,365,113,2221,229,222,125,2609,"Rawah","8776","Spruce-Fir"
2808,316,15,134,37,1855,179,226,187,1948,"Rawah","4744","Lodgepole Pine"
3084,247,14,180,8,902,189,250,197,1521,"Rawah","7745","Lodgepole Pine"
3059,92,11,1167,261,3216,238,222,114,1087,"Comanche Peak","4703","Lodgepole Pine"
2906,122,10,212,36,4320,238,232,124,5778,"Rawah","4744","Lodgepole Pine"
3045,69,9,85,0,3466,230,222,125,600,"Comanche Peak","7102","Spruce-Fir"
3089,30,5,437,13,2777,218,228,146,1695,"Comanche Peak","7756","Lodgepole Pine"
3024,307,17,201,18,3059,172,228,196,1261,"Comanche Peak","7756","Spruce-Fir"
3077,175,9,127,11,361,225,245,153,781,"Comanche Peak","7755","Lodgepole Pine"
2885,10,11,362,34,2458,208,218,146,2582,"Rawah","7202","Lodgepole Pine"
3166,77,14,192,53,932,237,212,103,1833,"Rawah","7745","Spruce-Fir"
3410,61,8,201,1,1655,227,223,129,3482,"Neota","8703","Spruce-Fir"
3049,340,13,95,16,4595,192,220,167,1044,"Rawah","7745","Spruce-Fir"
2995,45,10,297,4,6334,223,218,129,3054,"Rawah","7745","Lodgepole Pine"
2932,11,5,30,1,2967,215,230,152,1167,"Comanche Peak","7755","Lodgepole Pine"
3168,328,10,808,-3,4294,195,228,172,2077,"Rawah","7102","Spruce-Fir"
3199,288,11,319,0,150,189,239,190,1989,"Neota","7202","Spruce-Fir"
2950,301,31,150,94,649,120,209,221,1595,"Comanche Peak","7700","Lodgepole Pine"
2567,55,11,108,16,2353,227,215,120,2420,"Comanche Peak","4704","Lodgepole Pine"
2955,169,2,190,0,5160,221,240,155,2271,"Rawah","7202","Spruce-Fir"
2815,95,17,127,17,845,245,212,90,285,"Comanche Peak","7755","Lodgepole Pine"
3197,71,13,124,26,902,234,214,110,2764,"Neota","7202","Lodgepole Pine"
3250,263,9,150,33,4813,197,245,187,1142,"Rawah","7745","Lodgepole Pine"
3139,149,13,450,26,3502,236,239,130,3240,"Rawah","7745","Spruce-Fir"
3303,292,11,979,89,997,188,238,189,2448,"Comanche Peak","7756","Lodgepole Pine"
2952,298,25,247,98,5359,142,222,216,757,"Rawah","7745","Lodgepole Pine"
2719,264,5,30,-10,1398,208,242,173,2014,"Rawah","4744","Spruce-Fir"
2950,169,15,365,64,1848,230,245,142,1860,"Comanche Peak","7756","Lodgepole Pine"
2798,68,8,488,99,3000,229,223,127,6464,"Rawah","4744","Spruce-Fir"
2746,334,22,90,39,210,163,204,177,659,"Rawah","7746","Spruce-Fir"
2908,1,16,924,79,2372,196,209,149,942,"Comanche Peak","4704","Lodgepole Pine"
2992,270,6,408,59,361,205,242,176,1511,"Comanche Peak","7756","Lodgepole Pine"
2959,135,13,95,23,1736,240,234,120,514,"Comanche Peak","7756","Lodgepole Pine"
3042,187,8,566,75,4572,221,246,159,1442,"Rawah","7745","Lodgepole Pine"
3058,105,20,540,3,552,249,211,81,1065,"Comanche Peak","7756","Spruce-Fir"
3184,20,6,30,3,3783,216,228,149,1559,"Rawah","7201","Spruce-Fir"
3227,163,13,256,43,1006,232,243,139,2581,"Rawah","7201","Lodgepole Pine"
2925,54,20,335,148,3690,227,192,89,2575,"Rawah","7746","Lodgepole Pine"
3355,96,23,713,63,1026,249,200,67,5491,"Neota","8776","Spruce-Fir"
2906,123,10,85,16,4462,237,233,127,5833,"Rawah","7746","Lodgepole Pine"
2777,311,5,228,25,2049,205,236,170,3613,"Rawah","4744","Lodgepole Pine"
3241,198,3,513,7,524,218,242,160,564,"Comanche Peak","7202","Spruce-Fir"
3045,322,16,446,-75,1959,179,223,183,2287,"Comanche Peak","7756","Lodgepole Pine"
3045,243,3,295,71,3114,213,242,166,1168,"Comanche Peak","7202","Spruce-Fir"
2894,91,11,641,123,1022,237,223,115,2563,"Comanche Peak","4704","Lodgepole Pine"
3257,107,9,300,47,2100,235,230,126,1853,"Comanche Peak","7756","Spruce-Fir"
3129,111,7,335,33,5479,232,233,134,752,"Rawah","7745","Spruce-Fir"
3210,197,21,366,125,3333,209,252,168,904,"Comanche Peak","7757","Lodgepole Pine"
3206,27,12,30,7,997,215,214,134,1128,"Neota","8776","Spruce-Fir"
3155,330,9,268,62,5136,198,229,170,433,"Rawah","7745","Lodgepole Pine"
2664,26,23,85,21,1299,203,184,108,532,"Rawah","7745","Lodgepole Pine"
3179,308,5,420,26,1651,205,237,171,242,"Comanche Peak","7202","Spruce-Fir"
2946,23,8,85,7,2230,216,223,144,2016,"Rawah","7745","Spruce-Fir"
3166,117,14,234,30,3709,243,226,109,277,"Comanche Peak","7757","Spruce-Fir"
3221,52,11,534,13,3903,226,216,123,2992,"Rawah","7202","Spruce-Fir"
2645,138,14,335,11,664,241,234,120,1573,"Rawah","4744","Lodgepole Pine"
3222,302,12,684,18,3515,186,234,188,1190,"Comanche Peak","7201","Spruce-Fir"
2598,83,13,242,0,384,238,216,106,1337,"Rawah","7102","Lodgepole Pine"
2928,316,19,240,74,5239,165,220,193,658,"Rawah","7745","Lodgepole Pine"
3100,112,4,362,23,2594,227,235,142,1919,"Comanche Peak","7756","Spruce-Fir"
2576,59,12,247,53,750,229,214,116,60,"Rawah","7745","Lodgepole Pine"
2932,344,18,30,3,4350,182,210,165,5485,"Rawah","7102","Lodgepole Pine"
3140,133,11,150,24,2370,237,235,127,3101,"Comanche Peak","7700","Spruce-Fir"
3115,251,10,313,-2,2353,198,247,187,1781,"Comanche Peak","7756","Lodgepole Pine"
3036,322,16,162,6,2508,179,223,183,1396,"Comanche Peak","7757","Spruce-Fir"
2886,2,8,0,0,4414,209,225,154,5939,"Rawah","7102","Lodgepole Pine"
3049,300,17,693,32,1473,172,231,199,700,"Comanche Peak","7202","Lodgepole Pine"
3009,164,20,150,6,566,234,241,128,1691,"Rawah","7746","Lodgepole Pine"
3431,58,7,524,102,1273,226,225,133,3881,"Neota","8703","Spruce-Fir"
2677,13,25,120,71,2161,186,179,121,7118,"Rawah","7745","Spruce-Fir"
2811,92,28,0,0,2026,250,184,43,1689,"Comanche Peak","4758","Lodgepole Pine"
3123,148,3,201,5,2202,224,239,151,1998,"Comanche Peak","7756","Lodgepole Pine"
3131,349,5,417,56,1855,211,232,159,2591,"Comanche Peak","7756","Spruce-Fir"
3214,189,22,175,67,2522,215,250,158,1153,"Comanche Peak","7757","Spruce-Fir"
2902,105,18,421,106,987,247,215,90,726,"Rawah","7746","Lodgepole Pine"
3114,45,26,277,31,4731,217,175,79,3195,"Rawah","7745","Spruce-Fir"
2988,84,6,277,29,4681,229,229,133,5728,"Rawah","4744","Lodgepole Pine"
2995,108,16,301,57,2071,246,220,98,1828,"Comanche Peak","7755","Lodgepole Pine"
2835,20,26,247,41,890,191,174,109,1092,"Comanche Peak","7757","Spruce-Fir"
2578,23,22,228,103,2220,202,189,116,600,"Comanche Peak","4703","Lodgepole Pine"
2832,150,19,255,104,3504,241,236,117,1559,"Rawah","4744","Lodgepole Pine"
3171,20,13,1130,302,2905,210,211,135,2181,"Comanche Peak","7700","Lodgepole Pine"
2900,4,12,300,-38,5405,204,218,150,3903,"Rawah","6101","Lodgepole Pine"
2773,44,16,90,17,1909,222,202,110,2197,"Rawah","4744","Spruce-Fir"
2937,92,5,426,9,977,229,231,137,2195,"Rawah","7202","Lodgepole Pine"
3420,88,38,743,135,2028,244,151,0,1740,"Rawah","8776","Spruce-Fir"
2998,161,16,201,33,1273,234,242,133,598,"Comanche Peak","4758","Lodgepole Pine"
3050,350,16,201,36,3543,190,212,159,5068,"Rawah","7745","Lodgepole Pine"
3061,190,15,443,2,306,219,250,161,1366,"Comanche Peak","7202","Lodgepole Pine"
3175,305,11,553,167,726,188,234,186,1994,"Comanche Peak","7700","Spruce-Fir"
2945,23,10,0,0,3607,214,219,140,2577,"Rawah","7202","Lodgepole Pine"
2907,45,7,350,13,4041,222,225,138,3783,"Rawah","7745","Lodgepole Pine"
2921,275,10,90,14,3618,193,242,189,4858,"Rawah","7745","Lodgepole Pine"
3075,264,13,607,8,2679,188,246,197,1153,"Comanche Peak","7756","Spruce-Fir"
3009,240,24,150,22,1410,167,251,215,153,"Comanche Peak","7202","Lodgepole Pine"
3159,159,18,446,95,5625,236,241,129,1443,"Rawah","7745","Spruce-Fir"
2777,166,29,313,155,1770,230,235,115,1350,"Comanche Peak","2705","Lodgepole Pine"
3252,94,7,60,-1,4302,231,230,132,2151,"Rawah","8771","Spruce-Fir"
2924,83,16,569,47,1894,241,210,94,2733,"Comanche Peak","7202","Lodgepole Pine"
2709,33,15,210,52,1747,216,207,123,2171,"Comanche Peak","4703","Lodgepole Pine"
3066,321,20,660,25,1294,164,216,189,870,"Comanche Peak","7202","Lodgepole Pine"
2976,61,24,361,177,365,232,183,71,1332,"Rawah","7745","Lodgepole Pine"
3106,153,4,0,0,4070,225,240,150,1381,"Rawah","7202","Spruce-Fir"
3391,95,5,212,15,2910,229,232,138,2067,"Rawah","8772","Spruce-Fir"
2747,57,18,589,147,1539,229,200,97,2505,"Rawah","4744","Lodgepole Pine"
2905,4,13,201,0,1544,202,214,148,2255,"Comanche Peak","4758","Lodgepole Pine"
2941,53,2,324,18,3896,221,234,150,4708,"Rawah","7202","Lodgepole Pine"
3295,233,2,162,25,6159,215,241,163,390,"Rawah","7201","Spruce-Fir"
2858,64,23,60,27,2551,234,186,72,2093,"Comanche Peak","7757","Spruce-Fir"
3062,35,15,360,27,2460,217,206,121,1167,"Comanche Peak","7202","Spruce-Fir"
3053,339,35,362,69,277,127,169,168,1159,"Comanche Peak","7700","Spruce-Fir"
3026,267,22,379,115,5431,160,243,219,872,"Rawah","7745","Lodgepole Pine"
3085,93,9,90,6,5038,235,226,123,912,"Rawah","7202","Lodgepole Pine"
3029,355,22,810,3,875,177,194,150,1357,"Comanche Peak","7700","Spruce-Fir"
2813,75,8,150,21,4187,230,225,127,5389,"Rawah","7745","Spruce-Fir"
3313,322,11,741,129,764,192,229,177,1082,"Neota","7202","Spruce-Fir"
2522,204,35,150,73,324,178,245,177,1001,"Comanche Peak","2704","Lodgepole Pine"
3373,21,3,531,82,2039,217,232,152,2856,"Neota","8771","Lodgepole Pine"
2737,115,14,120,4,1231,244,225,107,1450,"Rawah","4744","Lodgepole Pine"
2731,86,20,153,-22,1650,245,202,78,1208,"Rawah","7745","Lodgepole Pine"
3392,155,20,283,70,4340,239,237,119,3144,"Comanche Peak","7757","Spruce-Fir"
3126,289,10,270,50,2995,192,239,187,1332,"Comanche Peak","7756","Spruce-Fir"
3289,176,9,30,0,4653,225,245,153,564,"Rawah","7745","Lodgepole Pine"
2607,60,10,190,50,2717,228,219,123,787,"Comanche Peak","2703","Lodgepole Pine"
3225,24,14,216,63,824,212,209,131,1883,"Neota","7202","Spruce-Fir"
3321,27,23,618,147,1744,203,183,107,2313,"Neota","7757","Lodgepole Pine"
2987,198,12,255,11,5032,217,250,166,1431,"Rawah","7745","Lodgepole Pine"
3307,195,20,362,105,2056,212,252,167,1319,"Comanche Peak","7757","Spruce-Fir"
3378,301,18,277,96,2292,167,229,201,2642,"Rawah","8772","Spruce-Fir"
3223,46,14,90,11,1224,224,210,117,2431,"Rawah","7202","Spruce-Fir"
2567,18,11,301,46,120,211,217,142,720,"Cache la Poudre","2717","Lodgepole Pine"
3043,282,15,319,71,3296,179,240,201,1681,"Comanche Peak","7700","Spruce-Fir"
2994,291,4,825,108,1266,208,239,169,2022,"Comanche Peak","7756","Lodgepole Pine"
3163,238,24,767,72,4179,168,252,213,1026,"Comanche Peak","7757","Lodgepole Pine"
3048,32,9,277,44,2640,218,221,138,1130,"Comanche Peak","7755","Lodgepole Pine"
2906,328,25,417,164,3603,152,202,185,1205,"Rawah","7745","Lodgepole Pine"
3076,67,14,90,-21,2708,233,212,109,1994,"Comanche Peak","7755","Spruce-Fir"
3234,270,12,390,57,2964,188,244,195,926,"Comanche Peak","7756","Lodgepole Pine"
3203,149,12,808,48,3173,236,239,132,2772,"Comanche Peak","7756","Lodgepole Pine"
3276,85,5,108,3,1176,228,231,137,2184,"Rawah","8776","Spruce-Fir"
3106,209,12,594,56,6052,210,251,175,1865,"Rawah","7745","Lodgepole Pine"
3132,277,12,480,-16,6269,186,242,195,1466,"Rawah","7745","Lodgepole Pine"
3259,315,7,495,-15,2672,201,234,173,391,"Comanche Peak","7756","Spruce-Fir"
2861,344,21,216,29,1020,173,202,164,1952,"Comanche Peak","7700","Lodgepole Pine"
2798,228,21,95,25,1994,183,254,201,2516,"Rawah","7746","Lodgepole Pine"
2770,51,14,108,-6,2506,226,210,115,4013,"Rawah","4744","Lodgepole Pine"
3274,183,14,525,96,3368,223,249,155,691,"Comanche Peak","7756","Spruce-Fir"
2432,20,17,67,18,661,207,203,129,1320,"Comanche Peak","4703","Lodgepole Pine"
2765,343,11,127,27,1590,197,223,164,1945,"Rawah","4744","Lodgepole Pine"
3050,353,11,216,46,2837,201,221,158,6036,"Rawah","7745","Spruce-Fir"
2942,140,12,134,29,4518,238,236,127,1738,"Rawah","7746","Lodgepole Pine"
3088,103,11,458,13,1865,238,226,118,2312,"Rawah","7745","Lodgepole Pine"
3111,212,19,983,116,3207,200,254,184,2210,"Comanche Peak","7757","Lodgepole Pine"
2982,197,9,60,1,1590,218,248,164,1426,"Rawah","7202","Lodgepole Pine"
3044,81,21,424,85,4298,243,198,75,2362,"Rawah","7745","Lodgepole Pine"
2895,35,12,270,26,2032,219,214,129,1994,"Comanche Peak","7755","Lodgepole Pine"
2916,225,3,371,10,5501,215,242,164,2160,"Rawah","6101","Lodgepole Pine"
3022,355,11,127,23,4349,201,220,156,391,"Rawah","7746","Spruce-Fir"
2810,103,21,42,18,1061,250,208,76,2244,"Comanche Peak","7757","Lodgepole Pine"
3284,219,15,641,70,799,203,253,184,2741,"Comanche Peak","7202","Lodgepole Pine"
2910,95,31,277,105,2778,251,179,32,1172,"Comanche Peak","4703","Lodgepole Pine"
2768,333,13,162,32,1584,190,223,172,2535,"Rawah","7745","Lodgepole Pine"
2767,39,15,120,33,1368,219,205,117,1694,"Rawah","4744","Spruce-Fir"
3256,100,13,812,140,2250,241,222,110,2476,"Comanche Peak","7757","Spruce-Fir"
3239,20,24,467,176,1087,196,183,115,433,"Rawah","7201","Spruce-Fir"
3128,85,18,182,-54,1756,243,206,86,1471,"Rawah","7745","Spruce-Fir"
3028,265,8,42,-6,2575,199,244,184,1224,"Comanche Peak","7202","Lodgepole Pine"
3038,39,7,480,-1,3210,221,225,140,1022,"Comanche Peak","7756","Lodgepole Pine"
2856,13,24,324,43,3164,188,182,123,2376,"Comanche Peak","7757","Spruce-Fir"
3024,85,8,212,23,3796,232,226,126,2501,"Rawah","7746","Lodgepole Pine"
2525,99,36,85,38,649,251,165,9,1142,"Cache la Poudre","2705","Lodgepole Pine"
2895,9,19,418,90,2486,195,200,138,1490,"Comanche Peak","7790","Lodgepole Pine"
3109,54,14,390,40,3540,228,208,111,4805,"Rawah","7745","Spruce-Fir"
2887,301,7,242,59,2678,201,237,176,2307,"Rawah","7745","Lodgepole Pine"
3011,85,5,842,85,5389,228,231,137,5975,"Rawah","4744","Lodgepole Pine"
2518,41,10,85,5,1293,221,218,131,4365,"Rawah","6731","Lodgepole Pine"
3320,285,17,875,198,3862,172,238,205,2305,"Comanche Peak","7755","Spruce-Fir"
3093,336,9,192,25,134,201,229,167,1560,"Neota","7202","Spruce-Fir"
3080,0,4,234,12,1471,214,232,156,2148,"Rawah","7745","Lodgepole Pine"
3082,180,10,150,24,3697,224,247,155,595,"Rawah","7745","Lodgepole Pine"
2861,60,14,256,32,1434,230,211,110,2064,"Comanche Peak","4704","Lodgepole Pine"
